Id	Id(hex)	Offset	Text
1070	0x42e	0x5907	b'Em caso de ataque por marinheiros, o Cantrip que solta as Vinculacoes sobre a Plataforma de Observacao da Defesa Costeira e o seguinte:\xfc Por Poderes e Honras.\xfc Chimere, Vice-Sargento da Milicia Costeira\xfc'
1071	0x42f	0x59da	b'Um Cantrip Vincula as Funcoes desta Plataforma de Observacao da Defesa Costeira.\xfc Engenheiros de Defesa Autorizados devem falar o Cantrip de Desvinculacao neste ponto.\xfc Individuos Nao Autorizados devem se afastar deste Dispositivo,\xfc ou serem levados por Travessuras Maliciosas.\xfc'
1072	0x430	0x5ad6	b'Por Poderes e Honras, Poderes e Honras, Poderes, Honras'
1073	0x431	0x5b0f	b'A armadura amaldicoada que usei quando desafiei Dagon e chamada de Pele do Salvador e o Flagelo do Quebrador de Juramentos e que ela fique escondida da minha vista por muito tempo, pois eu gostaria de nunca te-la usado.\xfc O capacete eu deixei em uma saliencia fora da muralha de Granvellusa.\xfc Os ombreiros eu deixei na Taberna Barril de Sal em Granvellusa.\xfc A couraca eu deixei cair na agua perto do doca em Trybador.\xfc As grevas eu coloquei perto do moinho de vento.\xfc As manoplas eu coloquei nas Catacumbas.\xfc As botas eu guardei na torre de Forromeo em uma ilha dentro da montanha, atras da cachoeira.\xfc'
1074	0x432	0x5d43	b'AVISO!\xfc QUARENTENA!\xfc PRAGA!\xfc AVISO: Esta estrutura foi considerada insegura por ordem da Milicia Costeira.\xfc Extremamente Contagioso! Entrada Proibida!\xfc Aviso! Nenhum remedio eficaz conhecido!\xfc'
1075	0x433	0x5df8	b'Alojamento da Gale Estelar\xfc Proibida a Entrada\xfc'
1076	0x434	0x5e19	b'Alojamento da Gale Estelar\xfc Mecanismo de Abertura\xfc A operacao sem Permissao de Sua Honra,\xfc O Veneravel Artifice, e Expressamente Proibida\xfc'
1077	0x435	0x5e9b	b'Os guerreiros mais talentosos da natureza em Tamriel, os Redguards escuros de Hammerfell parecem ter nascido para a batalha. Alem de sua afinidade com armas, os Redguards sao abencoados com constituicoes resistentes e rapidez de pes. [Bonus de Habilidade: Lamina Longa +10, Lamina Curta +10, Projetil +10; Machado +5, Arma de Contusao +5, Golpe Critico +5]'
1078	0x436	0x5fed	b'Altamente inteligentes e obstinados, os Bretons tem um vinculo natural com as forcas da magica. Muitos grandes feiticeiros sairam de sua provincia natal de High Rock, e ate mesmo o mais humilde dos Bretons pode se orgulhar de uma alta resistencia aos poderes destrutivos da magica. [Bonus de Habilidade: Destruicao +10, Misticismo +10, Ilusao +10; Alteracao +5, Taumaturgia +5, Restauracao +5]'
1079	0x437	0x6161	b'Os cidadaos de Skyrim sao um povo alto e de cabelos claros. Fortes, teimosos e resistentes, os Nords sao famosos por sua resistencia ao frio, ate mesmo ao gelo magico, e sao conhecidos por sua proeza como guerreiros. [Bonus de Habilidade: Machado +10, Arma de Contusao +10, Golpe Critico +10, Lamina Longa +5, Lamina Curta +5, Projetil +5]'
1080	0x438	0x6293	b'Os Elfos Altos, altos e de pele dourada, sao facilmente iguais aos Bretons em habilidade feiticaria devido a sua alta inteligencia, forca de vontade e agilidade. Por um lado, eles sao mais suscetiveis a magias do que o povo de High Rock. Por outro lado, por sua natureza unica, eles sao completamente imunes a paralisacao. [Bonus de Habilidade: Lamina Longa +10, Lamina Curta +10, Alteracao +5, Taumaturgia +5, Restauracao +5; Misticismo +5, Ilusao +5]'
1081	0x439	0x644f	b'Os Elfos Negros de Morrowind, de pele escura e olhos de fogo, sao um povo forte, inteligente e rapido. Eles sao feiticeiros e guerreiros lendarios, com uma proeza com espada e arco que rivaliza com a dos Redguards e Elfos da Floresta. [Bonus de Habilidade: Alteracao +10, Taumaturgia +10, Restauracao +10; Destruicao +5, Misticismo +5, Ilusao +5]'
1082	0x43a	0x659a	b'Vindos das florestas de Valenwood, os Elfos da Floresta sao os melhores arqueiros de toda Tamriel. Estes primos dos Elfos Altos e Elfos Negros sao ageis e rapidos como o vento. Devido a sua natureza curiosa e agilidade natural, os Elfos da Floresta muitas vezes se tornam ladroes. [Bonus de Habilidade: Projetil +15, Salto +15, Esquiva +15]'
1083	0x43b	0x66d6	b'Identifique-se'
1084	0x43c	0x66e8	b'Lehmekweh'
1085	0x43d	0x66f2	b'Entrada Proibida'
1086	0x43e	0x66fb	b'Entrada Proibida'
1087	0x43f	0x6704	b'Entrada Proibida'
1088	0x440	0x670d	b'Entrada Proibida'
1089	0x441	0x6716	b'Entrada Proibida'
1090	0x442	0x671f	b'Entrada Proibida'
1091	0x443	0x6728	b'Entrada Proibida'
1092	0x444	0x6731	b'Entrada Proibida'
1093	0x445	0x673a	b'[[Rabiscado apressadamente em uma pagina de um diario de bordo]] 6ª lua ....... "Dagon tem novos lacaios ao seu lado. Ficamos com poucos suprimentos e soldados para esta resistencia. Temo o pior." \xfc 8ª lua ....... "Apresentei meu plano desesperado. Lutar ate o guarida inferior e montar Dragonne Papre, meu companheiro Dragao. A partir da guarida, voar para o Palacio Imperial para convocar ajuda."\xfc 9ª lua........ "Como eu temia. Eles selaram o portao principal. Encontrei os ossos de Papre. A esperanca para os vivos esta perdida. Meu nome e Samar Starlover, e meus ossos se juntam aos de Papre. Diga a minha irma que estou morto, e se todos os mares fossem tinta, eu nao poderia escrever o suficiente sobre como sentirei falta dela."\xfc'
1094	0x446	0x69c6	b'[[Rabiscado em uma mao apertada e quase ilegivel ha uma unica palavra:]] boustrophedon'
1095	0x447	0x6a17	b'%PCF \xfc Eu encontrei outra daquelas coisas malditas como as que estao bloqueando o Portao do Represamento - e um pequeno Daedra passou direto por ela! Acho que ele tem algum tipo de amuleto especial ou algo assim que o deixa passar. Eu com certeza nao consigo passar. \xfc Ah, e aqui esta outra dica para voce - ha uma grande coisa de gema perto daqui - cura voce totalmente! Cara, fiquei tao feliz em encontra-la! \xfc %APF \xfc'
1096	0x448	0x6b91	b'%PCF \xfc Espero mesmo que voce passe por aqui, eu precisaria de ajuda. \xfc Estamos com tantos problemas! Todo o inferno foi desencadeado aqui, e o portao de volta para casa esta bloqueado com algum tipo de coisa maldita que doi ao tocar. Muito. \xfc De uma olhada ao redor, veja se consegue encontrar uma senha ou codigo de seguranca. Vou tentar arranjar um disfarce e sair no meio da confusao. \xfc Estou tentando me lembrar do que o instrutor sempre dizia - reconheca a terra, elimine suas ameacas e reuna recursos. Ou busque, chacine e roube para encurtar.\xfc Veja se consegue acompanhar. \xfc Estamos passando por um teste realmente grande, ao que parece! \xfc %APF \xfc'
1097	0x449	0x6ddf	b'Para os olhos das Legioes de Sua Augusto Imperial Mago, de seu Par das Fortalezas do Crepusculo, o Mago de Batalha Clarentavious Valisious.\xfc Enquanto voce le isto, estou morto. Minha vida, no entanto, nao foi dada em vao, pois eu lhe concedi uma pequena esperanca em toda esta mare de desespero. A Grande Gale Estelar, forjada por minhas proprias maos, ainda esta pronta para o seu servico. Ela o transportara para os Altos Saloes e Bibliotecas do Colegio.\xfc Eu desmontei o Mecanismo de Abertura e escondi as cinco engrenagens -- e quatro sobressalentes -- das quais seus trabalhos dependem. Deixo uma engrenagem aqui para voce, as outras eu escondi. Monte o mecanismo e ganhe entrada no Alojamento da Gale Estelar. Conecte todas as cinco ancoras para restaurar a potencia total para a Gale Estelar, e voce podera entao viajar estacao acima para os Colegios. Uma ancora esta aqui em meus aposentos. Procure as outras e feche-as.\xfc'
1098	0x44a	0x7141	b'Sobre as indispensaveis Ancoras e a absoluta necessidade de sua preservacao perpetua.\xfd Cinco Ancoras prendem o Battlespire em seu lugar e fornecem sua Mana de sustentacao. Nunca divida as Ancoras. Elas sao as rochas sobre as quais todas as nossas vidas se fundam. Todas as Ancoras devem ser conjugadas para garantir a seguranca e estabilidade do Spire.\xfd Agora va embora, e saia desta camara, para que o demonio da tentacao, ou algum humor infeliz o supere, e o leve para o caminho da aniquilacao certa.\xfd \xfd C.V.\xfd'
1099	0x44b	0x7329	b'Entrada Proibida'
1100	0x44c	0x7332	b'Para Mactana Greenway, Guardiao do Portao. \xfc Mais alguns nomes para os Anais e Sessoes de Entrada. Acredito que estes serao os ultimos por hoje. \xfc Samar Starlover, Mestre da Lamina da Serpente. \xfc Grad Helthen, Grande Ipsissimus dos fogos em dissolucao. \xfc Clarentavious Valisious, Veneravel Artifice, mestre grisalho do Martelo e do arnes \xfc Paxti Bittor, Exaltado Invocador, Leao-Lorde Invocador Pursuivant \xfc %APF %APS, novato. \xfc [[rabiscado em uma mao tremula]] \xfc O principe daedra forcou a entrada. Battlespire caiu. \xfc Lomegan entregou as Chaves do Portal e foi derrubado. Vi outros serem Levados. Nao confie em ninguem. \xfc O portao de volta para casa esta fechado pelo sigilo do invasor; a unica maneira de sair agora e a velha Gale Estelar. \xfc Tentei guardar as ancoras, mas a maioria foi solta. Se voce puder nos vingar, restaure as ancoras. Se voce desesperar, liberte as ultimas ancoras, e morra com nossos inimigos. \xfc'
1101	0x44d	0x769c	b'Entrada Proibida'
1102	0x44e	0x76a5	b'Que bom que voce conseguiu chegar.\xfc mas noticias -\xfc 1. magos \xfa\x00 guardas mortos. Nenhum prisioneiro que eu pudesse encontrar. Daedra em todos os lugares. Muita seguranca de senha. Charadas, pelo amor de Deus. Magos estupidos.\xfc 2. Simbolos flutuantes sao sigilos magicos e mortais! Daedra usam amuletos marcados com os mesmos simbolos e passam direto.\xfc 3. O teleportal para os laboratorios, bibliotecas e arsenais [no corredor norte, perto do tapete de urso] tem protecao por senha. Mais porcaria de charada. Boas noticias -\xfc 1. Roubei uma capa \xfa\x00 amuleto de um guarda-costas. Estou seguindo algum chefe daedra com um artefato de teletransporte em massa. Eu vou para onde ele vai. Vou ficar com ele e improvisar. Talvez eu consiga encontrar um amuleto para nos fazer passar pelo grande sigilo no Portao do Represamento.\xfc 2. Alguns saqueadores superentusiastas desmontaram algum dispositivo arcano importante chamado guia do vazio. Os daedra precisam de quatro partes desta coisa para abrir o portao do teleportal. Vamos encontrar esses pedacos antes deles e usar o teleportal nos mesmos.\xfc 3. Se algo acontecer comigo, procure pelo que sobrou. Terei certeza de passar qualquer coisa que puder.\xfc Fique comigo.\xfc %APF'
1103	0x44f	0x7ab4	b'Entrada Proibida'
1104	0x450	0x7abd	b'Entrada Proibida'
1105	0x451	0x7ac6	b'Entrada Proibida'
1106	0x452	0x7acf	b'Entrada Proibida'
1107	0x453	0x7ad8	b'[rabiscado a mao no chao com um pedaco de carvao]\xfc Estou morto. Diga a minha querida mae que eu a amava, e a Tamriel e ao meu Imperador. Akatosh amaldicoe o nome do traidor e de todos os daedra. Mara abencoe e guarde minha alma.\xfc Voce que me encontrar - vingue-me, tome o sangue do traidor em meu nome e tome em maos A Adaga do Parentesco Solido, carregada por meu pai e forjada por seu pai antes dele. Cuidado com a magia enquanto carregar esta lamina, mas nao tema nem a picada do veneno nem a queimadura do choque.\xfc'
1108	0x454	0x7ccc	b'"Ate a propria noite eles nao vieram", respondeu ele; e entao contou sobre seus negocios com os escravos de Mehrunes Dagon, dizendo que Mackkan acharia mais facil assobiar nos rastros do vento e ir em uma missao de tolo do que lutar contra seus sapos. Entao disse Mackkan: --\xfc (34)\xfd "Agora cuida de tua seguranca daqui em diante,\xfd E apega-te as tuas partes e ao teu orgulho;\xfd Ou este meu malho, o Flagelo de Malacath,\xfd Encontrara tua orelha com certeza.\xfd Pois tao rapido quanto eu possa gritar "Igualdade",\xfd Embora oito bracos tu pudesses ostentar,\xfd Tais galos tu pentearas em teu cranio,\xfd Tu que violas os tumulos dos mortos.\xfd NOTA: A maca Flagelo, Abencoada por Malacath, a arma lendaria de Mackkan, forjada de ebano sagrado nas Fontes de Fickledire, agora esta pendurada no arsenal de Battlespire, pronta para ser empunhada em nome do Imperador contra os Senhores Daedricos.\xfc'
1109	0x455	0x8050	b'[[Entre as centenas de charadas neste livro pesado, O LIVRO DE CHARADAS DE KENDHALL, uma foi marcada com um pedaco de papel:]]\xfd Armadura brilhante\xfd Alva e reluzente\xfd Uma unica fileira\xfd Com rostos em branco\xfd Agora ocultos pela noite\xfd Agora audazes pela luz\xfd Vermelho vivo a terra\xfd Onde os soldados estao\xfd Resposta: Dentes\xfd'
1110	0x456	0x8171	b'[[Entre as centenas de charadas neste livro pesado, O LIVRO DE CHARADAS DE KENDHALL, uma foi marcada com um pedaco de papel:]]\xfd Alguns vivem em mim, alguns vivem sobre,\xfd E alguns me raspam para caminhar por cima.\xfd Raramente deixo minha terra natal.\xfd Ate minha morte permaneco em pe.\xfd Alto e baixo posso ser encontrado\xfd Tanto acima quanto debaixo do chao.\xfd Resposta: Arvore\xfd'
1111	0x457	0x82bf	b'[[Entre as centenas de charadas neste livro pesado, O LIVRO DE CHARADAS DE KENDHALL, uma foi marcada com um pedaco de papel:]]\xfd Evoco-me sobre os telhados abaixo\xfd Dedo erguido para o ceu.\xfd Falo em tons claros\xfd Que visam aos outros\xfd Reunirem-se onde chamo.\xfd Resposta: Torre do Sino\xfd'
1112	0x458	0x83d6	b'[[Entre as centenas de charadas neste livro pesado, O LIVRO DE CHARADAS DE KENDHALL, uma foi marcada com um pedaco de papel:]]\xfd Carregador, Guerreiro\xfd Animoso, Valente\xfd Pes-ligeiros, Ferrado\xfd Fiel, Escravo\xfd Resposta: Cavalo\xfd'
1113	0x459	0x84b8	b'A alcapao parece estar emperrada e fechada.'
1114	0x45a	0x84e1	b'Entrada Proibida'
1115	0x45b	0x84ea	b'Entrada Proibida'
1116	0x45c	0x84f3	b'Entrada Proibida'
1117	0x45d	0x84fc	b'Entrada Proibida'
1118	0x45e	0x8505	b'Entrada Proibida'
1119	0x45f	0x850e	b'Entrada Proibida'
1120	0x460	0x8517	b'[uma mensagem escrita com cuidado em uma pequena folha de papel, dobrada muitas vezes, e assinada com uma mao firme e formal]\xfc Leia isto e que seja julgado justo, nem duvidado.\xfc O portador veste a forma de Lomegan Mariel, Secretario Imperial, mas e de fato Sirran Angada. Sirran Angada desfruta do meu favor e fala com minha voz.\xfc Jagar Tharn\xfc'
1121	0x461	0x865f	b'%PCF\xfc Ainda estou disfarcado, seguindo o chefe daedra, mas estou achando que e muito arriscado. Vou me esgueirar e seguir invisivel quando tiver uma chance.\xfc Este lugar esta cheio de fantasmas e ossos. Eles o chamam de Cairn das Almas. Eles estao procurando por um portao para nossa proxima parada -- um lugar chamado Sombra Perigosa. Nao tenho certeza depois disso. NAO mexa com os espectros. Eles sao mas noticias. Um esquadrao de daedras atacou um por um LONGO tempo. Um LONGO tempo.\xfc Peguei algum saque. Qualquer coisa extra ou perigosa vou descartar ao longo do caminho para voce. Estou lhe deixando dois Restauradores de Magia aqui; tenho bastante extra. Mantenha os olhos abertos e cuide-se.\xfc %APF\xfc'
1122	0x462	0x88d5	b'Entrada Proibida'
1123	0x463	0x88de	b'Entrada Proibida'
1124	0x464	0x88e7	b'%PCF\xfc Tanto para o disfarce. Fui pego e um pouco machucado. Estou me esgueirando agora.\xfc Encontrei o portao, muitas salas adiante, passando por um cemiterio, e como o portao funciona. Primeiro, voce precisa de tres varas magicas. Algumas sao encontradas em pilares; outras em caixoes. Entao, voce vai para a Capela do Amor, la no noroeste. Voce precisa de amuletos para passar pelos sigilos de protecao. Na Capela do Amor, acione os interruptores para ligar dois grandes dispositivos magicos, depois pule em um poco e seja teletransportado para o topo de uma abobada. Encaixe as tres varas em um soquete la em cima, depois pule para baixo e abra as portas da abobada. E diga seu destino -- Sombra Perigosa -- antes de abrir a porta. Sombra Perigosa e o unico destino que sei que funciona, e nao sou tonto o suficiente para arriscar um teletransporte aleatorio.\xfc Proxima parada: Sombra Perigosa. E uma fortaleza Daedra, nao uma das fortalezas de Dagon, mas um dominio de Nocturnal. Nao faz sentido para mim - Dagon e Nocturnal deveriam se odiar - mas veremos em breve.\xfc Continue vindo.\xfc %APF\xfc'
1125	0x465	0x8cc9	b'Entrada Proibida'
1126	0x466	0x8cd2	b'Ouvi esta senha, mas nao tenho ideia do que significa, ou quem precisa dela.\xfc O Gerente de Dagon Governa Aqui\xfc %APF\xfc'
1127	0x467	0x8d3e	b'Entrada Proibida'
1128	0x468	0x8d47	b'%PCF\xfc Seu amigo foi capturado e levado para o pavilhao de caca do Lorde Dagon. Estamos dispostos a ajuda-lo em um resgate, em troca de certas consideracoes.\xfc Claro que nao podemos nos identificar, e voce nao tem motivos para confiar em nos. Sinta-se a vontade para procurar outros aliados. Heh. Heh.\xfc Se voce chegar ao teletransporte da poterna, viaje para a Quimera da Desolacao. La voce sera cacado pelos Ritos da Pedreira Inocente. Na Cacada, existem regras. Turn essas regras para seu uso. E no chao, procure recursos ocultos. Procure o chale do Velho Chimere. La voce podera aprender muitas coisas. E onde pudermos, nos o ajudaremos.\xfc De nada.\xfc'
1129	0x469	0x8fc9	b'%PCF\xfc Eles estao atras de mim. Estou em fuga. Estou com pouca energia e nao estou na melhor das saudes. Ha um teletransporte para o oeste protegido por um sigilo. Nao consigo me aproximar dele. Encontre o amuleto. Um portao com pontas bloqueia a saida. Encontre quatro alavancas e puxe-as para desbloquear o portao. As alavancas? Uma debaixo de uma mesa, uma em um podio, uma acessivel por uma passagem subaquatica, uma em uma sala de armazenamento. Voce tambem precisa de pelo menos duas senhas para duas portas diferentes. Pode haver mais, mas nao sei. Divertido, ne?\xfc Espero que olhemos para tras para isso como nossa maior aventura. E se nao, entao beba um copo transbordante em cada ocasiao em minha memoria.\xfc %APF\xfc'
1130	0x46a	0x923b	b'[[O livro esta escrito em Daedrico, mas as ilustracoes de varios arranjos complexos de rodas, engrenagens e roldanas sugerem que este poderia ser o Livro das Rodas do Ceu. Ao estudar as tabelas de codigos no final, voce descobre que o codigo que procura e Doht Yoodt Seht Koht, ou DUSK em Tamrielico. A tabela tambem exibe os codigos escritos como numerais, que felizmente sao os mesmos em Tamrielico e Daedrico -- 4-21-19-11 -- que correspondem ao numero de letras na sequencia do alfabeto.]]'
1131	0x46b	0x943a	b'[[Rabiscado em um pedaco de papel em uma mao feminina firme esta o que parece ser uma transcricao fonetica de um codigo em Daedrico: as tres letras jeb, meht, \xfa\x00 quam:]]\xfc djeh meh kweh\xfc'
1132	0x46c	0x94f2	b'Entrada Proibida'
1133	0x46d	0x94fb	b'Entrada Proibida'
1134	0x46e	0x9504	b'Entrada Proibida'
1135	0x46f	0x950d	b'Entrada Proibida'
1136	0x470	0x9516	b'Entrada Proibida'
1137	0x471	0x951f	b'Entrada Proibida'
1138	0x472	0x9528	b'A armadura amaldicoada que usei quando desafiei Dagon e chamada de Pele do Salvador. Espalhei suas pecas pela ilha e com cada peca deixei uma chave.\xfc O capacete eu deixei em uma saliencia fora da muralha de Granvellusa.\xfc Os ombreiros eu deixei na Taberna Barril de Sal em Granvellusa.\xfc A couraca eu deixei cair na agua perto do doca em Trybador.\xfc As grevas eu coloquei perto do moinho de vento.\xfc As manoplas eu coloquei nas Catacumbas.\xfc As botas eu guardei na torre de Forromeo em uma ilha dentro da montanha, atras da cachoeira.\xfc'
1139	0x473	0x973e	b'Este e o lugar da Cacada. Voce e a presa. Este lugar esta fechado para nos, e a ajuda que podemos fornecer e limitada. \xfc Para deixar este reino voce deve entrar pelo portao no grande templo chifrado, na cidade murada a nordeste. \xfc Voce precisa de seis chaves para entrar neste templo. Muitas chaves estao espalhadas pela ilha.\xfc Um chale no norte pertencia a um sabio que conhecia bem a ilha. Em sua biblioteca podem estar pistas sobre a localizacao das chaves.\xfc Sigilos de protecao bloqueiam o acesso a muitos locais importantes. Procure por amuletos de entrada enquanto busca as chaves.\xfc Adeus, mortal. Aproveite a Cacada. \xfc'
1140	0x474	0x997f	b'Parabens pelo seu sucesso na Cacada. Bem-vindo a Havok Wellhead. \xfc O portao para o pavilhao de caca do Lorde Dagon esta na fortaleza do Lorde Imago ao norte. O portao e um artefato verde brilhante nas partes mais altas da fortaleza. O portao requer tres chaves, que voce deve tirar dos retentores do Lorde. O acesso a muitas areas e restrito por sigilos de protecao. Pegue amuletos de entrada daqueles que encontrar. Saques do saque de Battlespire podem ser encontrados por todo este reino. Talvez eles possam ser uteis.\xfc Gostariamos de poder fazer mais para ajuda-lo. O assunto agora depende de voce e das Mares do Destino. \xfc'
1141	0x475	0x9bda	b'Entrada Proibida'
1142	0x476	0x9be3	b'Entrada Proibida'
1143	0x477	0x9bec	b'Entrada Proibida'
1144	0x478	0x9bf5	b'Entrada Proibida'
1145	0x479	0x9bfe	b'Entrada Proibida'
1146	0x47a	0x9c07	b'Entrada Proibida'
1147	0x47b	0x9c10	b'Entrada Proibida'
1148	0x47c	0x9c19	b'Entrada Proibida'
1149	0x47d	0x9c22	b'Entrada Proibida'
1150	0x47e	0x9c2b	b'Entrada Proibida'
1151	0x47f	0x9c34	b'Na ilha central esta o Pavilhao de Caca do Lorde Dagon. Os guarda-costas pessoais do Lorde Dagon carregam uma Espada do Saqueador da Lua e usam a Armadura da Pele do Salvador. Voce deve ter esta arma para ferir Dagon e deve usar esta armadura, ou morrera quando enfrentar Dagon em seu proprio terreno. O acesso ao Lorde Dagon e bloqueado por tres grandes Protecoes de Sigilos. Seus guarda-costas carregam esses amuletos. A senha para a ponte levadica e "Lehmekweh". Nao espere ajuda de nos neste lugar. Esta mensagem e tudo o que podemos fornecer. Todo o resto esta alinhado contra voce neste lugar. Nao confie em ninguem. Alem de toda a esperanca, meca a ousadia contra as probabilidades e a coragem contra o desespero.\xfc'
1152	0x480	0x9eb1	b'"...e o Imperador entao ordenou que trouxessem os dois campeoes que o haviam servido tao bem, que se ajoelharam diante dele e receberam sua bencao. Ele pediu que se levantassem e disse a eles, '%APF e %PCF, que todos os presentes saibam como estes dois serviram ao seu Imperio, pois se Jagar Tharn nao tivesse sido privado do apoio do arqui-demonio Mehrunes Dagon e de seus lacaios caidos, entao Ria Silmane e seu campeao poderiam nunca ter revelado a impostura de Tharn, e por muito tempo o verdadeiro imperador poderia ter desfalecido preso nas prisoes escuras de Dagon dentro do Vazio.' E ele entao lhes fez grandes presentes de terras e bens, e os elevou entre seus conselheiros, e lhes concedeu cargos de grande importancia em suas Legioes."'
1153	0x481	0xa17c	b'"O reinvestimento de Battlespire nao e viavel nem desejavel neste momento. A provocacao aberta e a doce tentacao que esta instalacao apresenta as Potencias Daedricas e obvia pelos eventos recentes, e a instalacao nao tem valor significativo para a manutencao da Pax Imperia. A luz da recente turbulencia nas Provincias Fronteiricas, e considerando demandas mais urgentes sobre o tesouro, recomendamos que os portoes de Battlespire sejam selados indefinidamente."'
1154	0x482	0xa34e	b'"O Imperador interrogou %PCF de perto. %PCF disse que, quando atingido pela espada encantada, Dagon parecia ter sido sugado e comprimido em um volume cada vez menor, e entao desaparecido. O Imperador entao perguntou entre seus conselheiros por quanto tempo poderiamos estar livres do Principe da Destruicao. Suas respostas foram variadas, esperancosas e nao convincentes. 'Voce fez tudo o que podia ser feito, %PCF,' suspirou o Imperador, 'mas o Oblivion nao pode reter Dagon por muito tempo, e quando ele retornar, certamente nos contara entre seus inimigos mais queridos.'"'
1155	0x483	0xa571	b'Entrada Proibida'
65535	0xffff	0xa57a	b''
